TIME;LC_INIT
759.0254;-0.026845409
759.0458;-0.06909835
759.0663;-0.07967979
759.0867;-0.08079551
759.1071;-0.07620022
759.1276;-0.045628164
759.148;-0.0072748316
759.1684;-0.0013354702
759.1889;-0.0018234029
759.2093;-0.0012987728
759.2297;-0.0013031152
759.2502;-0.0013182744
759.2706;-0.0013832893
759.291;-0.0017097
759.3115;-0.0015110418
759.3319;-0.0013340989
759.3523;-0.00020461473
759.3728;-0.001397519
759.3932;-0.000849547
759.4136;-0.00091675774
759.4341;-0.0009579428
759.4545;-0.00035710604
759.4749;-0.0003428238
759.4954;-0.00088028674
759.5158;-0.0004435746
759.5362;-0.00027232477
759.5567;0.00015178113
759.5771;-0.0003374529
759.5975;0.00061774027
759.618;0.0009675102
759.6384;0.00073633745
759.6588;0.0012548679
759.6793;0.0013011129
759.6997;0.0018945487
759.7201;0.0024739956
759.7406;0.0028020504
759.761;0.0039051021
759.7814;0.0039877016
759.8019;0.0038430644
759.8223;0.0044963593
759.8427;0.0043678256
759.8632;0.0052018366
759.8836;0.005232954
759.904;0.0054742293
759.9245;0.005961854
759.9449;0.0062428187
759.9653;0.006483362
759.9858;0.006539773
760.0062;0.006479313
760.0266;0.0066371434
760.0471;0.006973738
760.0675;0.0075398465
760.0879;0.0076757176
760.1084;0.007900808
760.1288;0.007883941
760.1492;0.007855687
760.1697;0.008134211
760.1901;0.008530096
760.2105;0.008395869
760.231;0.007997643
760.2514;0.008570096
760.2718;0.008275811
760.2923;0.007944033
760.3127;0.00824842
760.3331;0.007850357
760.3536;0.0077745253
760.374;0.00815268
760.3944;0.008107021
760.4149;0.007444635
760.4353;0.006856097
760.4557;0.006705766
760.4762;0.006341293
760.4966;0.0065600397
760.517;0.0072989753
760.5375;0.0060522305
760.5579;0.0052382443
760.5783;0.0056399843
760.5988;0.0051367613
760.6192;0.004466974
760.6396;0.0010532629
760.6601;-0.0037602251
760.6805;-0.0039334907
760.7009;-0.0026207692
760.7214;
760.7418;0.002317221
760.7622;0.0015209648
760.7827;0.0013487565
760.8031;0.00077095366
760.8235;0.00062615366
760.844;-0.0002031226
760.8644;-0.000946514
760.8848;-0.0008082843
760.9053;-0.00094291806
760.9257;-0.00027482107
760.9461;-0.0009905602
760.9666;-0.0018263429
760.987;-0.0023294846
761.0074;-0.0030491275
761.0279;-0.002977914
761.0483;-0.003584101
761.0687;
761.0892;
761.1096;
761.13;
761.1504;
761.1709;
761.1913;
761.2117;
761.2322;
761.2526;
761.273;
761.2935;
761.3139;
761.3343;
761.3548;
761.3752;
761.3956;
761.4161;
761.4365;
761.4569;
761.4774;
761.4978;
761.5182;
761.5387;
761.5591;
761.5795;
761.6;
761.6204;
761.6408;
761.6613;
761.6817;
761.7021;
761.7226;
761.743;
761.7634;
761.7839;
761.8043;
761.8247;
761.8452;
761.8656;
761.886;
761.9065;
761.9269;
761.9473;
761.9678;
761.9882;
762.0086;
762.0291;
762.0495;
762.0699;
762.0904;
762.1108;
762.1312;
762.1517;
762.1721;
762.1925;
762.213;
762.2334;
762.2538;
762.2743;
762.2947;
762.3151;
762.3356;
762.356;
762.3764;
762.3969;
762.4173;
762.4377;
762.4582;
762.4786;
762.499;
762.5195;
762.5399;
762.5603;
762.5808;
762.6012;
762.6216;
762.6421;
762.6625;
762.6829;
762.7034;
762.7238;
762.7442;
762.7647;
762.7851;
762.8055;
762.826;
762.8464;
762.8668;
762.8873;
762.9077;
762.9281;
762.9486;
762.969;
762.9894;
763.0099;
763.0303;
763.0507;
763.0712;
763.0916;
763.112;
763.1325;
763.1529;
763.1733;
763.1938;
763.2142;
763.2346;
763.2551;
763.2755;
763.2959;
763.3164;
763.3368;
763.3572;
763.3777;
763.3981;
763.4185;
763.439;
763.4594;
763.4798;
763.5003;
763.5207;
763.5411;
763.5616;
763.582;
763.6024;
763.6229;
763.6433;
763.6637;
763.6842;
763.7046;
763.725;
763.7455;
763.7659;0.00476208
763.7863;-0.028108928
763.8068;-0.03871484
763.8272;-0.04012839
763.8476;-0.014947038
763.8681;0.022360628
763.8885;0.028688116
763.9089;0.02692473
763.9294;0.025616452
763.9498;0.024095848
763.9702;0.02288526
763.9907;0.021863937
764.0111;0.020280434
764.0315;0.01894729
764.052;0.01835416
764.0724;0.01816192
764.0928;0.016263004
764.1133;0.014887306
764.1337;0.014714962
764.1541;0.014462352
764.1746;0.013741532
764.195;0.012880711
764.2154;0.0119576985
764.2359;0.010987773
764.2563;0.010826928
764.2767;0.01019551
764.2972;0.009769698
764.3176;0.009956793
764.338;0.009503818
764.3585;0.009271004
764.3789;0.008908063
764.3993;0.008498438
764.4198;0.008298564
764.4402;0.00824606
764.4606;0.00768451
764.4811;0.00756987
764.5015;0.0070646005
764.5219;0.0071092867
764.5424;0.006928119
764.5628;0.007005988
764.5832;0.0069658468
764.6037;0.0070511983
764.6241;0.0063279634
764.6445;0.0063582542
764.665;0.0061298334
764.6854;0.0063608475
764.7058;0.0068241414
764.7263;0.0066750175
764.7467;0.0061368905
764.7671;0.005770533
764.7876;0.0057633305
764.808;0.005910656
764.8284;0.005068435
764.8489;0.005434457
764.8693;0.0051066508
764.8897;0.0048954715
764.9102;0.0048932303
764.9306;0.0056890026
764.951;0.0051682806
764.9715;0.005076901
764.9919;0.004642145
765.0123;0.004903089
765.0328;0.004359594
765.0532;0.0044122506
765.0736;0.0045212694
765.0941;0.0044960114
765.1145;0.004019696
765.1349;0.004132618
765.1554;0.00394535
765.1758;0.003689277
765.1962;0.0038373342
765.2167;0.0039944192
765.2371;0.0037442015
765.2575;0.0040131155
765.278;0.0034662865
765.2984;0.0033785668
765.3188;0.004110088
765.3393;0.0038688984
765.3597;0.00052284065
765.3801;-0.0030426465
765.4006;-0.0027414442
765.421;-0.0022845755
765.4414;0.003939917
765.4619;0.0042872336
765.4823;0.004748413
765.5027;0.0053048297
765.5232;0.005442233
765.5436;0.005339467
765.564;0.006137598
765.5845;0.006681246
765.6049;0.0069887107
765.6253;0.0068791946
765.6458;0.007191946
765.6662;0.0079354225
765.6866;0.007657553
765.7071;0.008136136
765.7275;0.008991037
765.7479;0.009076144
765.7684;0.008874725
765.7888;0.009194307
765.8092;0.009365544
765.8297;0.009484404
765.8501;0.009597814
765.8705;0.009761405
765.891;0.009680762
765.9114;0.010526877
765.9318;
765.9523;0.010645935
765.9727;0.0107700005
765.9931;0.010621039
766.0136;0.010926308
766.034;0.010585082
766.0544;0.010976316
766.0749;0.010575313
766.0953;0.010717596
766.1157;0.01067355
766.1362;0.010820794
766.1566;0.009811196
766.177;0.010032857
766.1975;0.010391803
766.2179;0.00950363
766.2383;0.009469345
766.2588;0.009247837
766.2792;0.008889938
766.2996;0.008250961
766.3201;0.008394627
766.3405;0.007700915
766.3609;0.007433537
766.3814;0.006964703
766.4018;0.006654545
766.4222;0.0063801724
766.4427;0.0063341754
766.4631;0.005727568
766.4835;0.005183179
766.504;0.0047656647
766.5244;0.004445259
766.5448;0.004413902
766.5653;0.004013467
766.5857;0.00316173
766.6061;0.0031069494
766.6266;0.00221715
766.647;0.0018764931
766.6674;0.0013788686
766.6879;0.0008579836
766.7083;0.0006594922
766.7287;0.0006986481
766.7492;-0.00038016314
766.7696;-0.00031742145
766.79;-0.000730625
766.8105;-0.0014043298
766.8309;-0.0022145882
766.8513;-0.002259853
766.8718;-0.0031898299
766.8922;-0.0034718476
766.9126;-0.0037428043
766.9331;-0.003962035
766.9535;-0.0050275894
766.9739;-0.005135235
766.9944;-0.005258821
767.0148;-0.005381187
767.0352;-0.0058788927
767.0557;-0.0058801584
767.0761;-0.0061024795
767.0965;-0.0062178513
767.117;-0.0060157906
767.1374;-0.0062116794
767.1578;-0.0059942473
767.1783;-0.005884253
767.1987;-0.006369922
767.2191;-0.005837904
767.2396;-0.0057287225
767.26;-0.0059752804
767.2804;-0.005990209
767.3009;-0.005916732
767.3213;-0.005623581
767.3417;-0.005374674
767.3622;-0.005205471
767.3826;-0.0055196956
767.4031;-0.005421331
767.4235;-0.004939738
767.4439;-0.0049594655
767.4644;-0.0050700386
767.4848;-0.004262311
767.5052;-0.004451124
767.5257;-0.004307784
767.5461;-0.0038910925
767.5665;-0.0042342707
767.587;-0.0037731729
767.6074;-0.0036289382
767.6278;-0.003404593
767.6483;-0.0036427737
767.6687;-0.0029397993
767.6891;-0.0037132965
767.7096;-0.0033796434
767.73;-0.0034505276
767.7504;-0.0024519986
767.7709;-0.0034437864
767.7913;-0.0026865648
767.8117;-0.0029488192
767.8322;-0.0028149134
767.8526;-0.002865709
767.873;-0.003156917
767.8935;-0.0031140198
767.9139;-0.0034266992
767.9343;-0.003057342
767.9548;-0.0031758856
767.9752;-0.0032017126
767.9956;-0.003217536
768.0161;-0.0034734467
768.0365;-0.0034150155
768.0569;-0.0035345352
768.0774;-0.0035006658
768.0978;-0.0031147173
768.1182;-0.0034872557
768.1387;-0.00331301
768.1591;-0.0031027352
768.1795;-0.0028107231
768.2;-0.0029525273
768.2204;-0.0036314372
768.2408;-0.003401643
768.2613;-0.002576673
768.2817;-0.0029189566
768.3021;-0.0029428317
768.3226;-0.00280429
768.343;-0.0025574977
768.3634;-0.002149834
768.3839;-0.0013797622
768.4043;-0.0015980169
768.4247;-0.0013888805
768.4452;-0.0014671657
768.4656;-0.019526212
768.486;-0.06338455
768.5065;-0.08218166
768.5269;-0.085637435
768.5473;-0.0797268
768.5678;-0.05262391
768.5882;-0.010509223
768.6086;0.0006697521
768.6291;0.0012160027
768.6495;0.0021061995
768.6699;0.00210957
768.6904;0.0024641252
768.7108;0.003154168
768.7312;0.0032765246
768.7517;0.003185308
768.7721;0.0032864376
768.7925;0.0031705778
768.813;0.0030545555
768.8334;0.003983547
768.8538;0.0044625374
768.8743;0.0041056955
768.8947;0.0041689253
768.9151;
768.9356;0.004470001
768.956;0.0042769588
768.9764;0.004455596
768.9969;0.0040266146
769.0173;0.0040988717
769.0377;0.0038721587
769.0582;0.0040853615
769.0786;0.0037724383
769.099;0.0036964305
769.1195;0.0034497916
769.1399;0.003163138
769.1603;0.002951471
769.1808;0.002918731
769.2012;0.0028290595
769.2216;0.0022236723
769.2421;0.00160942
769.2625;0.0018789035
769.2829;0.0013137748
769.3034;0.00081167714
769.3238;0.0008133398
769.3442;-0.0002717339
769.3647;0.00046190192
769.3851;-0.0003101312
769.4055;-0.0005375762
769.426;-0.00065384264
769.4464;-0.0016567727
769.4668;-0.0018506283
769.4873;-0.0028659205
769.5077;
769.5281;-0.0034625693
769.5486;-0.0032087013
769.569;-0.0038793967
769.5894;-0.0045233346
769.6099;-0.0043015922
769.6303;-0.0048651756
769.6507;-0.0052046124
769.6712;-0.005339585
769.6916;-0.005990517
769.712;-0.006407299
769.7325;-0.0068522217
769.7529;-0.007631412
769.7733;-0.008148231
769.7938;-0.008045067
769.8142;-0.008502271
769.8346;-0.0084292
769.8551;-0.008554575
769.8755;-0.009109456
769.8959;-0.009304044
769.9164;-0.009408762
769.9368;-0.010209667
769.9572;-0.010226467
769.9777;-0.010738079
769.9981;-0.010981303
770.0185;-0.010733535
770.039;-0.010936011
770.0594;-0.010725492
770.0798;-0.012749525
770.1003;-0.017639477
770.1207;-0.017477512
770.1411;-0.017349055
770.1616;-0.012033755
770.182;-0.00994914
770.2024;-0.009926413
770.2229;-0.009732649
770.2433;-0.009582233
770.2637;-0.009507535
770.2842;-0.0098527465
770.3046;-0.008797368
770.325;-0.009181537
770.3455;-0.008893184
770.3659;-0.008287807
770.3863;-0.007818576
770.4068;-0.008203477
770.4272;-0.007535312
770.4476;-0.0074715125
770.4681;-0.007493924
770.4885;-0.0071279826
770.5089;-0.0070027793
770.5294;-0.0074705556
770.5498;-0.0069560236
770.5702;-0.0069162985
770.5907;-0.0067565297
770.6111;-0.00584966
770.6315;-0.0070198053
770.652;-0.0063745757
770.6724;-0.005843208
770.6928;-0.0054328605
770.7133;-0.00616431
770.7337;-0.0063094487
770.7541;-0.0058509535
770.7746;-0.006063678
770.795;-0.005562728
770.8154;-0.00573495
770.8359;-0.0053835665
770.8563;-0.0058493908
770.8767;-0.005931661
770.8972;-0.005585402
770.9176;-0.0055660903
770.938;-0.005860145
770.9585;-0.0058090338
770.9789;-0.0055780197
770.9993;-0.005815387
771.0198;-0.0053900746
771.0402;-0.0056345174
771.0606;-0.0052424693
771.0811;-0.0050429297
771.1015;-0.0048618526
771.1219;-0.004629537
771.1424;-0.004848849
771.1628;-0.0044072703
771.1832;-0.0044152862
771.2037;-0.004304966
771.2241;-0.004114129
771.2445;-0.0035518564
771.265;-0.0033628086
771.2854;-0.0034115708
771.3058;-0.0033039348
771.3263;-0.002797536
771.3467;-0.0022530747
771.3671;-0.0018312593
771.3876;-0.0017118304
771.408;-0.0016761718
771.4284;-0.0007714982
771.4489;-0.00038929083
771.4693;-0.00014786632
771.4897;0.00096550095
771.5102;0.0007824623
771.5306;0.0013096817
771.551;0.0012894664
771.5715;0.0014945363
771.5919;0.002177666
771.6123;0.0025597105
771.6328;0.0025786152
771.6532;0.003273863
771.6736;0.003305374
771.6941;0.0037661465
771.7145;0.0043575354
771.7349;0.0044301995
771.7554;0.004339715
771.7758;0.004278265
771.7962;0.0048031257
771.8167;0.005370848
771.8371;0.005315579
771.8575;0.005308295
771.878;0.005916601
771.8984;
771.9188;0.0057105008
771.9393;0.0057425806
771.9597;0.005931547
771.9801;0.0053996826
772.0006;0.0054590083
772.021;0.0051368135
772.0414;0.00543216
772.0619;0.0050880057
772.0823;0.004775001
772.1027;0.0042241053
772.1232;0.00422772
772.1436;0.0043139663
772.164;0.0035919512
772.1845;0.004234253
772.2049;0.003698566
772.2253;0.003415491
772.2458;0.003738246
772.2662;0.0031075648
772.2866;0.0027466568
772.3071;0.002646087
772.3275;0.0025239647
772.3479;0.0020436638
772.3684;0.00148984
772.3888;0.0015364783
772.4092;0.00099583
772.4297;0.0010023724
772.4501;0.0009630445
772.4706;0.0010083002
772.491;0.00048253537
772.5114;0.00017652522
772.5319;0.0003149855
772.5523;-0.0001799551
772.5727;-0.00033192555
772.5932;-0.0006893365
772.6136;-0.0010346292
772.634;-0.0015774734
772.6545;-0.0012375579
772.6749;-0.0017346943
772.6953;-0.002445323
772.7158;-0.0021267973
772.7362;-0.0022059772
772.7566;-0.0025177617
772.7771;-0.0024102884
772.7975;-0.0032867496
772.8179;-0.0035695806
772.8384;-0.0034629207
772.8588;
772.8792;-0.004205476
772.8997;-0.0037383598
772.9201;-0.004625638
772.9405;-0.003960564
772.961;-0.0045897807
772.9814;-0.0049236873
773.0018;-0.0043613333
773.0223;-0.0048323628
773.0427;-0.0046581984
773.0631;-0.0046030204
773.0836;-0.004465129
773.104;-0.0038596701
773.1244;-0.0040313224
773.1449;-0.004233474
773.1653;-0.0045709587
773.1857;-0.016657509
773.2062;-0.05959478
773.2266;-0.08214497
773.247;-0.08615143
773.2675;-0.082412146
773.2879;-0.059564624
773.3083;-0.016861351
773.3288;-0.0022232328
773.3492;-0.0020974602
773.3696;-0.0014727256
773.3901;-0.0017110689
773.4105;-0.0013264216
773.4309;-0.0011721833
773.4514;-0.0013429411
773.4718;-0.0011495828
773.4922;-9.42041e-05
773.5127;-0.00068389456
773.5331;-0.00018017965
773.5535;7.254977e-05
773.574;2.199827e-05
773.5944;2.5775455e-05
773.6148;0.00025744032
773.6353;0.00016565432
773.6557;-4.121413e-05
773.6761;0.00014986687
773.6966;0.00018308565
773.717;0.00029161634
773.7374;0.00040014702
773.7579;0.00064466207
773.7783;0.00035947247
773.7987;0.0010223509
773.8192;0.000118806594
773.8396;0.00076981075
773.86;0.00095519866
773.8805;0.0006092553
773.9009;0.00050982425
773.9213;0.0009214732
773.9418;0.0012674072
773.9622;0.0009178853
773.9826;0.0008818106
774.0031;0.0013969931
774.0235;0.0011642616
774.0439;0.0010344944
774.0644;0.0013734339
774.0848;0.001461876
774.1052;0.0018133405
774.1257;0.0020023882
774.1461;0.0022568256
774.1665;0.0022828872
774.187;0.004396537
774.2074;0.0028350297
774.2278;0.0034355277
774.2483;0.003911265
774.2687;0.0038907244
774.2891;0.0037016673
774.3096;0.0042201844
774.33;0.0046190643
774.3504;0.004210741
774.3709;0.005072797
774.3913;0.0050904816
774.4117;0.0053349156
774.4322;0.006072699
774.4526;0.0060807057
774.473;0.0065696184
774.4935;0.006697099
774.5139;0.0071390844
774.5343;0.0076279156
774.5548;0.007730997
774.5752;0.00798698
774.5956;0.008021744
774.6161;0.008458687
774.6365;0.008695475
774.6569;0.009396335
774.6774;0.009176942
774.6978;0.008911516
774.7182;0.009149442
774.7387;0.009432346
774.7591;0.009027519
774.7795;0.0100435335
774.8;0.007177732
774.8204;0.0026109868
774.8408;0.001557876
774.8613;0.0017939328
774.8817;
774.9021;0.00954121
774.9226;0.008592689
774.943;0.008642987
774.9634;0.0087020695
774.9839;0.008488125
775.0043;0.008371696
775.0247;0.008043971
775.0452;0.0073236637
775.0656;0.007683587
775.086;0.0067066825
775.1065;0.0065251077
775.1269;0.0064260834
775.1473;0.0058346847
775.1678;0.005534205
775.1882;0.005422981
775.2086;0.005622358
775.2291;0.005034294
775.2495;0.0050681634
775.2699;0.004550369
775.2904;0.004045425
775.3108;0.0037873182
775.3312;0.0030191077
775.3517;0.0029862048
775.3721;0.0028170738
775.3925;0.002628586
775.413;0.0020425553
775.4334;0.0020842324
775.4538;0.0018040853
775.4743;0.0015171065
775.4947;0.00063438277
775.5151;0.00060416386
775.5356;0.00037021242
775.556;0.0005228242
775.5764;-0.000631055
775.5969;-0.0010373455
775.6173;-0.0010708176
775.6377;-0.0013553565
775.6582;-0.0018289885
775.6786;-0.0017006133
775.699;-0.0023384513
775.7195;-0.0023120642
775.7399;-0.0022571303
775.7603;-0.003290234
775.7808;-0.0030631234
775.8012;-0.003506826
775.8216;-0.0035392407
775.8421;-0.003944393
775.8625;-0.0035939042
775.8829;-0.0038290755
775.9034;-0.004815902
775.9238;-0.0041312273
775.9443;-0.00497109
775.9647;-0.0043542446
775.9851;-0.005045354
776.0056;-0.0049277144
776.026;-0.004277442
776.0464;-0.0042770808
776.0669;-0.0044097756
776.0873;-0.0038826377
776.1077;-0.0041837683
776.1282;-0.0034499695
776.1486;-0.0036730228
776.169;-0.0038950187
776.1895;-0.0037957595
776.2099;-0.003374839
776.2303;-0.0031535844
776.2508;-0.003438286
776.2712;-0.0029065122
776.2916;-0.0031213511
776.3121;-0.0026389447
776.3325;-0.0023944296
776.3529;-0.002315991
776.3734;-0.0018832777
776.3938;-0.0018065472
776.4142;-0.0020543248
776.4347;-0.0016355187
776.4551;-0.0014743673
776.4755;-0.0010031846
776.496;-0.0008666762
776.5164;-0.00044225843
776.5368;-0.00090214564
776.5573;5.352209e-05
776.5777;-0.00070972735
776.5981;-0.0006585346
776.6186;-0.0007715478
776.639;-0.00085682736
776.6594;-0.0004210233
776.6799;-0.00080234534
776.7003;-0.0013124134
776.7207;-0.0010333329
776.7412;-0.00077751296
776.7616;-0.001296934
776.782;-0.00087780267
776.8025;-0.0006682597
776.8229;-0.0015778224
776.8433;-0.0006298811
776.8638;-0.0014032155
776.8842;-0.0012998086
776.9046;-0.0014172137
776.9251;-0.00094668154
776.9455;-0.0012103999
776.9659;-0.0010150084
776.9864;-0.0011934112
777.0068;-0.0013165907
777.0272;-0.001373486
777.0477;-0.0009808684
777.0681;-0.0008049961
777.0885;-0.0006039115
777.109;-0.000417873
777.1294;-6.909242e-05
777.1498;-0.0001348527
777.1703;1.1577941e-05
777.1907;0.00026707258
777.2111;0.00045408707
777.2316;0.0010626368
777.252;0.0010458374
777.2724;0.0010601062
777.2929;0.0015377954
777.3133;0.0015414099
777.3337;0.0015320929
777.3542;0.0025234646
777.3746;0.0028063676
777.395;0.0028490208
777.4155;0.0027810645
777.4359;0.003707616
777.4563;0.0032335774
777.4768;0.0037873103
777.4972;0.0043975683
777.5176;0.0044381064
777.5381;0.005423053
777.5585;0.0061688074
777.5789;0.0060665295
777.5994;0.0066807726
777.6198;0.006081241
777.6402;0.006383826
777.6607;0.0063918326
777.6811;0.0065573757
777.7015;0.0066004354
777.722;0.00670799
777.7424;0.007210729
777.7628;0.006608107
777.7833;0.0064624804
777.8037;0.0072393026
777.8241;0.006943865
777.8446;0.0071829315
777.865;
777.8854;0.005318993
777.9059;-0.004192394
777.9263;-0.046668034
777.9467;-0.07516266
777.9672;-0.08229717
777.9876;-0.08079968
778.008;-0.05891917
778.0285;-0.014153114
778.0489;0.0041342974
778.0693;0.003799903
778.0898;0.0030212821
778.1102;0.0024194734
778.1306;0.0021537216
778.1511;0.0019287167
778.1715;0.0018391266
778.1919;0.00081171613
778.2124;0.0007052093
778.2328;0.00010144872
778.2532;-0.00026222467
778.2737;-0.00042956657
778.2941;-0.0006932849
778.3145;-0.0007757993
778.335;-0.0011911987
778.3554;-0.0013967659
778.3758;-0.0014712285
778.3963;-0.0025272672
778.4167;-0.0023435873
778.4371;-0.0023392409
778.4576;-0.0034132535
778.478;-0.004015957
778.4984;-0.00391621
778.5189;-0.0042584934
778.5393;-0.0040953085
778.5597;-0.004522745
778.5802;-0.0046516177
778.6006;-0.0045427615
778.621;-0.0046397527
778.6415;-0.0047494313
778.6619;-0.0053855614
778.6823;-0.0054430263
778.7028;-0.005911697
778.7232;-0.0054623107
778.7436;-0.006453448
778.7641;-0.006145658
778.7845;-0.0061849044
778.805;-0.0068317703
778.8254;-0.0068641035
778.8458;-0.006694982
778.8663;-0.006901525
778.8867;-0.0065690917
778.9071;-0.0068654236
778.9276;-0.0068905186
778.948;-0.006363218
778.9684;-0.0061448915
778.9889;-0.006595751
779.0093;-0.006337166
779.0297;-0.0060399487
779.0502;-0.006049916
779.0706;-0.005421278
779.091;-0.005758031
779.1115;-0.004999752
779.1319;-0.0055011176
779.1523;-0.0051960116
779.1728;-0.0053498526
779.1932;-0.004780992
779.2136;-0.004587959
779.2341;-0.0049329265
779.2545;-0.00475128
779.2749;-0.004468214
779.2954;-0.0043783896
779.3158;-0.0038166859
779.3362;-0.004133757
779.3567;-0.0037785515
779.3771;-0.003405453
779.3975;-0.0030979882
779.418;-0.0029165044
779.4384;-0.0021766874
779.4588;-0.0025898095
779.4793;-0.0029135498
779.4997;-0.0031000855
779.5201;-0.0050470983
779.5406;-0.008683261
779.561;-0.010415806
779.5814;-0.010342004
779.6019;-0.0059778616
779.6223;-0.0033393062
779.6427;-0.0030463997
779.6632;-0.0031198864
779.6836;-0.003483397
779.704;-0.0032492923
779.7245;-0.0036520043
779.7449;-0.0025675092
779.7653;-0.0038001162
779.7858;-0.0038110598
779.8062;-0.0039321245
779.8266;-0.0042308965
779.8471;-0.003387058
779.8675;-0.0035731872
779.8879;-0.0036513098
779.9084;-0.003891361
779.9288;-0.0036912523
779.9492;-0.003874047
779.9697;-0.003561133
779.9901;-0.003990033
780.0105;-0.0031038218
780.031;-0.003017413
780.0514;-0.003600597
780.0718;-0.003047108
780.0923;-0.0031178293
780.1127;-0.0026478665
780.1331;-0.0023887933
780.1536;-0.0026839052
780.174;-0.0018526729
780.1944;-0.0016533775
780.2149;-0.002043646
780.2353;-0.0016006848
780.2557;-0.00063834805
780.2762;-0.00011592716
780.2966;-0.00016452673
780.317;0.0005230761
780.3375;0.00079353555
780.3579;0.0010051118
780.3783;0.0014333521
780.3988;0.0013780021
780.4192;0.0019300273
780.4396;0.0019157492
780.4601;0.0026615844
780.4805;0.0029243175
780.5009;0.003139147
780.5214;0.0032330384
780.5418;0.0037424462
780.5622;0.0038488624
780.5827;0.004074509
780.6031;0.0045499206
780.6235;0.004728314
780.644;0.0050194315
780.6644;0.005247274
780.6848;0.0059097456
780.7053;0.005268736
780.7257;0.0057394304
780.7461;0.0055872975
780.7666;0.0050074477
780.787;0.005244806
780.8074;0.0047170077
780.8279;0.0045776437
780.8483;
780.8687;0.004450027
780.8892;
780.9096;0.004003351
780.93;0.0034786437
780.9505;0.0029710156
780.9709;0.0026365397
780.9913;0.0025507722
781.0118;0.0027500677
781.0322;0.0018177324
781.0526;0.001507981
781.0731;0.0013065618
781.0935;0.00074509287
781.1139;-1.8888519e-05
781.1344;-1.2346104e-05
781.1548;-0.0005616154
781.1752;-0.0013234821
781.1957;-0.002343817
781.2161;-0.0013867666
781.2366;-0.0020390814
781.257;-0.0026027462
781.2774;-0.0026923362
781.2979;8.8710105e-05
781.3183;-0.0019071823
781.3387;-0.003211848
781.3592;-0.003471825
781.3796;-0.0037884081
781.4;-0.003932408
781.4205;-0.0048142374
781.4409;-0.0044729393
781.4613;-0.005449518
781.4818;-0.0053239893
781.5022;-0.005264257
781.5226;-0.0056144297
781.5431;-0.0059856665
781.5635;-0.0057761236
781.5839;-0.006197623
781.6044;-0.005897559
781.6248;-0.0060817366
781.6452;-0.0063421205
781.6657;-0.0057542287
781.6861;-0.0061978498
781.7065;-0.006647001
781.727;-0.006215101
781.7474;-0.0063895187
781.7678;-0.006370614
781.7883;-0.0064239306
781.8087;-0.006667642
781.8291;-0.006240784
781.8496;-0.00643773
781.87;-0.0057842047
781.8904;-0.0062175784
781.9109;-0.005898158
781.9313;-0.0057916604
781.9517;-0.0057163127
781.9722;-0.0049956897
781.9926;-0.0052355784
782.013;-0.0047786282
782.0335;-0.0041429955
782.0539;-0.0046419213
782.0743;-0.0038860824
782.0948;-0.004050659
782.1152;-0.0038939808
782.1356;-0.0039148466
782.1561;-0.0034768467
782.1765;-0.0027046602
782.1969;-0.0022037106
782.2174;
782.2378;
782.2582;
782.2787;-0.0017162351
782.2991;-0.0017790674
782.3195;-0.00096076675
782.34;-0.0013722624
782.3604;-0.00093353045
782.3808;-0.00088624156
782.4013;-0.00097379833
782.4217;-0.00035898617
782.4421;-0.00061977666
782.4626;-0.0008346968
782.483;-0.00050990866
782.5034;-0.00013843694
782.5239;-0.0003314792
782.5443;-0.00029151002
782.5647;0.00011037926
782.5852;-0.00012300289
782.6056;3.627795e-05
782.626;-0.007813042
782.6465;-0.047494657
782.6669;-0.07768136
782.6873;-0.08356492
782.7078;-0.08006931
782.7282;-0.0654094
782.7486;-0.022700349
782.7691;-0.0008033328
782.7895;-0.00062079146
782.8099;-0.0008876004
782.8304;-0.00081940956
782.8508;-0.0005272349
782.8712;-0.0010388482
782.8917;-0.0006949475
782.9121;-0.00061171054
782.9325;-0.0007688861
782.953;-0.0004880164
782.9734;0.00022821472
782.9938;0.00094477116
783.0143;0.0005135123
783.0347;0.00058406166
783.0551;0.0012218903
783.0756;0.0017487031
783.096;0.0017245027
783.1164;0.0015918075
783.1369;0.0017087965
783.1573;0.0026783717
783.1777;0.0027964993
783.1982;0.0033944761
783.2186;0.003523502
783.239;0.0043735215
783.2595;0.0044316277
783.2799;0.0050005694
783.3003;0.0051931143
783.3208;0.0056917868
783.3412;0.005621391
783.3616;0.0063671446
783.3821;0.0071022445
783.4025;0.007641745
783.423;0.0077232737
783.4434;0.008065385
783.4638;0.008485086
783.4843;0.008723664
783.5047;0.009242262
783.5251;0.009276213
783.5456;0.009614827
783.566;0.009719942
783.5864;0.009809929
783.6069;0.010119346
783.6273;0.010160454
783.6477;0.010821055
783.6682;0.0110602025
783.6886;0.010476693
783.709;0.010646465
783.7295;0.010847713
783.7499;0.01035627
783.7703;0.009882718
783.7908;0.009911871
783.8112;
783.8316;0.008455235
783.8521;0.00915642
783.8725;0.008378856
783.8929;0.008122376
783.9134;0.007955197
783.9338;0.0072810855
783.9542;0.0068084295
783.9747;0.0066170953
783.9951;0.0063485783
784.0155;0.005384118
784.036;0.005334298
784.0564;0.005004458
784.0768;0.0047940114
784.0973;0.004472548
784.1177;0.0035682719
784.1381;0.003360997
784.1586;0.0030310755
784.179;0.0022979998
784.1994;0.0020937338
784.2199;0.0023061233
784.2403;-0.00029966535
784.2607;-0.0047664554
